<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBERP,60,20200129,110000,230.5500000,231.5000000,230.2700000,230.9500000,846700
SBERP,60,20200129,120000,230.9400000,232.2300000,230.1500000,231.5000000,583250
SBERP,60,20200129,130000,231.4600000,232.0300000,230.7000000,232.0000000,260080
SBERP,60,20200129,140000,231.9000000,232.0700000,231.5700000,231.8500000,340610
SBERP,60,20200129,150000,231.8500000,231.9500000,231.4000000,231.8200000,582740
SBERP,60,20200129,160000,231.9100000,231.9200000,231.0100000,231.4100000,393010
SBERP,60,20200129,170000,231.4100000,231.9000000,231.1000000,231.5400000,189700
SBERP,60,20200129,180000,231.4700000,232.2000000,231.4500000,231.4500000,500060
SBERP,60,20200129,190000,231.4500000,231.6500000,230.7200000,231.3900000,336270
SBERP,60,20200130,110000,230.4300000,230.4800000,228.5800000,229.4000000,899050
SBERP,60,20200130,120000,229.4300000,229.9400000,229.0700000,229.8400000,308640
SBERP,60,20200130,130000,229.8200000,230.0500000,229.4300000,230.0000000,232750
SBERP,60,20200130,140000,229.9900000,229.9900000,229.1100000,229.8400000,254910
SBERP,60,20200130,150000,229.8300000,229.8500000,228.6400000,228.6500000,278230
SBERP,60,20200130,160000,228.6400000,229.3900000,228.2400000,228.5500000,238110
SBERP,60,20200130,170000,228.5500000,230.0000000,228.3400000,229.4800000,464950
SBERP,60,20200130,180000,229.5200000,230.4200000,228.8000000,229.7400000,538940
SBERP,60,20200130,190000,229.7400000,230.3200000,229.5600000,229.6300000,330450
SBERP,60,20200131,110000,230.6100000,231.3000000,229.5000000,229.7100000,656350
SBERP,60,20200131,120000,229.8300000,230.6400000,229.7000000,229.7000000,370600
SBERP,60,20200131,130000,229.7800000,230.1500000,229.0000000,229.0800000,316070
SBERP,60,20200131,140000,229.1100000,229.3900000,228.2600000,228.6900000,529150
SBERP,60,20200131,150000,228.7900000,229.1700000,227.6800000,228.3200000,457090
SBERP,60,20200131,160000,228.3000000,228.8300000,228.0100000,228.4700000,341130
SBERP,60,20200131,170000,228.4600000,228.9800000,227.8800000,228.6700000,536600
SBERP,60,20200131,180000,228.7500000,228.9800000,227.8400000,228.0300000,572770
SBERP,60,20200131,190000,228.0400000,228.3400000,222.2300000,227.1000000,1651410
SBERP,60,20200203,110000,224.8000000,226.7000000,224.5600000,225.9800000,1349680
SBERP,60,20200203,120000,226.0700000,226.5000000,224.8000000,225.3800000,664660
SBERP,60,20200203,130000,225.3700000,225.8200000,224.7000000,225.0700000,622080
SBERP,60,20200203,140000,225.0700000,226.0600000,225.0100000,225.8500000,660100
SBERP,60,20200203,150000,225.8500000,226.8800000,225.8000000,226.7800000,533850
SBERP,60,20200203,160000,226.7800000,226.9000000,225.5100000,225.8000000,467730
SBERP,60,20200203,170000,225.8400000,226.2000000,225.4000000,225.5800000,443790
SBERP,60,20200203,180000,225.6700000,226.5000000,225.3600000,226.2600000,710570
SBERP,60,20200203,190000,226.3000000,226.5000000,225.5000000,225.6000000,531200
SBERP,60,20200204,110000,226.2700000,227.6400000,226.2700000,226.9200000,762110
SBERP,60,20200204,120000,226.9000000,227.2400000,226.0100000,226.7500000,543010
SBERP,60,20200204,130000,226.7500000,227.1600000,226.2500000,226.8600000,443270
SBERP,60,20200204,140000,226.9200000,227.0000000,226.5400000,226.6000000,493660
SBERP,60,20200204,150000,226.5900000,226.9900000,226.3400000,226.5500000,340610
SBERP,60,20200204,160000,226.5500000,226.9900000,226.3000000,226.9800000,414610
SBERP,60,20200204,170000,226.9900000,226.9900000,226.4000000,226.8700000,769550
SBERP,60,20200204,180000,226.8700000,226.9700000,225.8000000,226.1900000,894230
SBERP,60,20200204,190000,226.1600000,226.9000000,225.7700000,226.9000000,883070
SBERP,60,20200205,110000,227.1300000,227.3000000,225.6200000,226.6300000,631390
SBERP,60,20200205,120000,226.6300000,228.1900000,225.6000000,228.0100000,1097940
SBERP,60,20200205,130000,228.0700000,230.2100000,227.8700000,229.6000000,1237750
SBERP,60,20200205,140000,229.6800000,230.0700000,229.5500000,229.9200000,589270
SBERP,60,20200205,150000,229.8500000,231.6900000,229.8300000,230.3000000,862980
SBERP,60,20200205,160000,230.3800000,231.0000000,229.9000000,230.1100000,431110
SBERP,60,20200205,170000,230.1100000,230.9600000,229.9000000,230.6900000,734900
SBERP,60,20200205,180000,230.6900000,230.6900000,229.2800000,230.2300000,696850
SBERP,60,20200205,190000,230.2500000,230.5000000,229.1100000,229.4000000,440330
SBERP,60,20200206,110000,230.9900000,231.6500000,230.5000000,230.9000000,954010
SBERP,60,20200206,120000,230.9500000,231.4800000,230.2000000,230.6300000,590030
SBERP,60,20200206,130000,230.6200000,230.8500000,230.1100000,230.5000000,543370
SBERP,60,20200206,140000,230.4900000,230.5700000,229.6300000,229.7600000,487130
SBERP,60,20200206,150000,229.7300000,230.6900000,229.3600000,230.3200000,552020
SBERP,60,20200206,160000,230.3200000,230.7000000,230.1000000,230.6500000,543910
SBERP,60,20200206,170000,230.6500000,230.6500000,229.2100000,229.4600000,600830
SBERP,60,20200206,180000,229.3800000,230.1800000,228.4500000,229.0300000,958830
SBERP,60,20200206,190000,229.0800000,229.6000000,228.7600000,229.5400000,637140
SBERP,60,20200207,110000,230.4500000,230.5300000,228.4500000,229.3200000,501100
SBERP,60,20200207,120000,229.3900000,229.8500000,227.8400000,228.0600000,437320
SBERP,60,20200207,130000,228.0100000,228.4700000,226.5000000,228.1800000,915540
SBERP,60,20200207,140000,228.1700000,228.5900000,227.0600000,227.6800000,887590
SBERP,60,20200207,150000,227.6300000,229.6300000,227.6000000,229.2900000,647640
SBERP,60,20200207,160000,229.3000000,230.2200000,229.2700000,229.9500000,780270
SBERP,60,20200207,170000,229.9800000,230.2400000,229.2600000,229.8300000,365660
SBERP,60,20200207,180000,229.9400000,230.9400000,229.1000000,230.0400000,597270
SBERP,60,20200207,190000,230.0600000,231.0800000,229.9900000,231.0800000,560650
SBERP,60,20200210,110000,230.7000000,231.9400000,229.7100000,231.7900000,1105680
SBERP,60,20200210,120000,231.7900000,232.1000000,230.8000000,231.6800000,1282760
SBERP,60,20200210,130000,231.7000000,232.0200000,230.2000000,231.2200000,834450
SBERP,60,20200210,140000,231.2300000,231.7900000,230.5900000,231.3700000,626250
SBERP,60,20200210,150000,231.3900000,231.9500000,231.2100000,231.7000000,400110
SBERP,60,20200210,160000,231.7400000,232.8500000,231.2600000,232.3300000,768580
SBERP,60,20200210,170000,232.3000000,232.3100000,230.9800000,231.0800000,462920
SBERP,60,20200210,180000,231.0000000,232.5000000,230.8000000,232.1200000,967750
SBERP,60,20200210,190000,232.1600000,232.2800000,231.0200000,231.8000000,525070
SBERP,60,20200211,110000,232.6400000,234.1700000,232.6100000,234.0400000,1019550
SBERP,60,20200211,120000,234.0400000,234.2000000,233.5000000,234.0100000,423150
SBERP,60,20200211,130000,234.0900000,234.6400000,234.0000000,234.2500000,342690
SBERP,60,20200211,140000,234.3800000,234.3800000,233.5300000,234.1000000,188250
SBERP,60,20200211,150000,234.0500000,234.6400000,233.9200000,234.0100000,538650
SBERP,60,20200211,160000,234.0100000,238.1700000,233.9500000,237.3600000,1526950
SBERP,60,20200211,170000,237.4700000,243.4000000,236.7200000,236.9900000,5981610
SBERP,60,20200211,180000,236.9400000,240.4300000,236.9000000,238.0900000,2486190
SBERP,60,20200211,190000,238.1200000,238.9900000,236.7100000,237.0000000,1542870
SBERP,60,20200212,110000,237.4000000,238.8000000,237.1600000,237.9700000,1576970
SBERP,60,20200212,120000,237.9600000,237.9700000,234.9900000,236.5300000,1512820
SBERP,60,20200212,130000,236.6000000,237.3400000,235.2600000,237.0300000,497510
SBERP,60,20200212,140000,237.0300000,237.1900000,234.0000000,234.4600000,3186070
SBERP,60,20200212,150000,234.4600000,234.7300000,233.2500000,233.9700000,770370
SBERP,60,20200212,160000,233.8800000,234.7500000,233.8700000,234.4800000,493340
SBERP,60,20200212,170000,234.4800000,234.5300000,233.8400000,234.1800000,896820
SBERP,60,20200212,180000,234.1600000,234.7500000,234.1200000,234.6200000,476210
SBERP,60,20200212,190000,234.6300000,235.6000000,234.5000000,235.6000000,1014200
SBERP,60,20200213,110000,235.0000000,235.6000000,234.1400000,235.4600000,767300
SBERP,60,20200213,120000,235.4500000,235.9000000,234.8600000,235.0000000,609050
SBERP,60,20200213,130000,235.0000000,235.2800000,234.3500000,234.4000000,387340
SBERP,60,20200213,140000,234.4000000,235.1600000,233.7200000,234.7500000,583840
